title,author,publisherName,itemCaption,ISBN,salesDate,itemPrice,size,booksGenreId,reviewCount,reviewAverage
できる 仕事がはかどるPython＆Excel自動処理 全部入り。,リブロワークス,インプレス,シゴト高速化プログラムを集大成！！Ｅｘｃｅｌ操作の基本ー行列、セル、ブックをＰｙｔｈｏｎで操作する。日常業務の効率化ーフォーマットを統一、データ集計に活用。ライブラリを便利に使うーデータ収集や分析も自動処理でラクラク。実務に役立つ５０の時短ワザ！,9784295009832,2020年08月24日頃,2365,,001006018002,0,0.0
エレガントなSciPy,Juan Nunez-Iglesias/Stefan van der Walt,オライリー・ジャパン,豊富な科学関連、数学関連のライブラリを持つＰｙｔｈｏｎは、多くの科学技術分野で使われています。本書では、ＳｃｉＰｙの使い方とその威力を紹介するだけでなく、実際の科学データとＮｕｍＰｙ、ｐａｎｄａｓ、Ｍａｔｐｌｏｔｌｉｂ、ＩＰｙｔｈｏｎ、Ｊｕｐｙｔｅｒノートブック、ｓｃｉｋｉｔ-ｌｅａｒｎ、ｓｃｉｋｉｔ-ｉｍａｇｅといったライブラリやツールを利用して実際の問題を解決する作業を通じて、数学的計算の基礎となるデータ構造のＮｕｍＰｙ配列を使いこなし、科学技術計算の明確かつ簡潔かつ効率的でエレガントなコードの書き方を学ぶことができます。掲載コードとデータ、環境、ツールはすべて本書のＧｉｔＨｕｂから利用可能です。Ｐｙｔｈｏｎ　３対応。,9784873118604,2018年11月10日頃,3740,単行本,001005017,1,5.0
動かして学ぶ！Python Django開発入門,大高 隆,翔泳社,本書は、大人気フレームワーク「Ｄｊａｎｇｏ」によるＷｅｂアプリ開発手法を学べる書籍です。具体的には、ＤｊａｎｇｏによるＷｅｂアプリの設計・作成の基本、動的機能の作成（フォーム作成）の基本、認証処理の基本、データベースとの連携の基本（日記機能）、クラウドとの連携の基本（デプロイも含む）、セキュリティの基本など一通り学ぶことができます。フルスタックエンジニア必携の１冊です。,9784798162508,2019年12月13日頃,3740,単行本,001012010001/001012010,1,3.0
すぐに使える！業務で実践できる！　PythonによるAI・機械学習・深層学習アプリのつくり方　TensorFlow2対応,クジラ飛行机/杉山陽一,ソシム,ＡＩで美味しいワイン判定、顔にモザイクをかける、手書き数字を判定、郵便番号を自動認識、動画から特定の場面を検出、文章を単語に分割、単語の意味をベクトル化、文章を分類してみよう、自動作文に挑戦、ＳＮＳへのスパム投稿を判定等。新しい生活様式に対応！マスク着用の“あり”“なし”を判定サンプル収録。,9784802612791,2020年10月22日頃,3520,単行本,001005017,0,0.0
PythonによるWebスクレイピング 第2版,Ryan Mitchell/黒川 利明,オライリー・ジャパン,さらなる自動化、並列クローリング、Ｐｙｔｈｏｎ　３．ｘ全面対応、Ｓｃｒａｐｙ　１．６対応ｅｔｃ．本当に欲しい情報を効率的に手に入れる。改訂！第２版。,9784873118710,2019年03月26日頃,3520,単行本,001012010001/001012010,1,4.0
PythonではじめるiOSプログラミング,掌田　津耶乃,ラトルズ,ｉＰｈｏｎｅ、ｉＰａｄでＰｙｔｈｏｎを使い、ｉＯＳプログラミングに挑戦。ｉＯＳでＰｙｔｈｏｎプログラミングができる人気アプリ「Ｐｙｔｈｏｎｉｓｔａ３」を使い、Ｐｙｔｈｏｎの基礎からｎｕｍｐｙ／ｓｙｍｐｙなど拡張モジュールによる数理計算、２Ｄグラフィックを使ったゲーム作成、そしてｉＯＳ機能を拡張するプログラミングまで楽しくマスターしよう。,9784899774983,2019年10月25日頃,2860,単行本,001005001004/001005001006/001006019004,2,4.0
ゲームセンターあらしと学ぶ プログラミング入門 まんが版こんにちはPython,すがや みつる,日経BP,だれでも、はじめてでも、ゲームが作れる！エラーなんか怖くない！作って動かす楽しさを体験しよう！伝説のゲームマンガでプログラミングが身につく！,9784822288822,2020年04月30日頃,1650,単行本,001005005001/001005017,3,4.0
Pythonによるスクレイピング＆機械学習開発テクニック増補改訂,クジラ飛行机,ソシム,Ｐｙｔｈｏｎでスクレイピングや機械学習をやってみたい！そんなアナタのための一冊。サンプルコードを動かしながら、仕組みと使い方が理解できます。今回の改訂では、ソースコードの全面見直し、Ｓｃｒａｐｙの解説を加筆、ＴｅｎｓｏｒＦｌｏｗ　Ｖｅｒ１．１０以降に対応、セキュアなＨＴＴＰＳサイトへの対応、ＳｅｌｅｎｉｕｍによるＦｉｒｅｆｏｘの自動操縦の加筆を行いました。,9784802611923,2019年01月,3520,単行本,001005017,0,0.0
機械学習スタートアップシリーズ　ゼロからつくるPython機械学習プログラミング入門,八谷 大岳,講談社,とりあえず動かせたけど、実は中身がさっぱりわからない。思ったほど良い性能が出ないけど、原因がさっぱりわからない。既存のアルゴリズムに新しい機能を追加したいけど、どこから手をつければよいのか、さっぱりわからない。こんなときに読んでほしい。,9784065206126,2020年08月31日頃,3300,単行本,001005005001/001005017,0,0.0
Pythonによるファイナンス 第2版,Yves Hilpisch/黒川 利明,オライリー・ジャパン,さまざまな分野で威力を発揮するＰｙｔｈｏｎは、ファイナンスの分野でも重要なテクノロジーとして急成長を遂げています。本書は、Ｐｙｔｈｏｎを使った金融工学の初歩的な基本事項からアルゴリズム取引やデリバティブ分析までカバーし、必要なプログラミング、機械学習や深層学習を利用したデータ分析、統計などについて、数理と実用面から詳しく解説します。「データ駆動型アプローチ」と「ＡＩファーストファイナンス」を軸に、これからのファイナンスに必要な戦略と実践力を体得できることを目的とします。,9784873118901,2019年12月26日頃,4950,単行本,001005005011/001006005,2,4.0
Pythonエンジニア育成推進協会監修　Python 3スキルアップ教科書,辻 真吾、小林 秀幸、鈴木 庸氏、細川 康博,技術評論社,データサイエンスや機械学習で必要となるＰｙｔｈｏｎプログラミングの知識が、この一冊で身に付きます！Ｐｙｔｈｏｎエンジニアを目指す人に最適！,9784297107567,2019年10月07日頃,3058,単行本,001005017,0,0.0
スラスラわかるPython,岩崎 圭/北川 慎治,翔泳社,本書は話題となっているプログラミング言語の１つ「Ｐｙｔｈｏｎ」の入門書です。Ｐｙｔｈｏｎは人工知能やデータサイエンスの分野で使われており注目されています。この書籍は、はじめてプログラミングを学ぶ人に向けています。プログラミングの「なぜ」を解決できるようわかりやすさを重視した解説をしており、Ｐｙｔｈｏｎのスタンダードな知識を身に付けることができます。はじめてプログラミング言語を学ぶ方、Ｐｙｔｈｏｎを学習したい方におすすめの１冊です。,9784798151090,2017年08月07日頃,2530,単行本,001005017,6,4.0
PythonによるAIプログラミング入門,Prateek Joshi/相川 愛三,オライリー・ジャパン,ニューラルネット、論理プログラミング、遺伝的アルゴリズム、自然言語処理、音声認識、画像からの動物体検出、分類問題や回帰問題、クラスタリング、連続データ解析、強化学習、ゲームの解法…データ解析や機械学習の古典的な手法から始め、さまざまな人工知能の関連分野を扱いながら、Ｐｙｔｈｏｎでよく使われるライブラリの基本的な使い方を解説。,9784873118727,2019年03月20日頃,3740,単行本,001005005001,0,0.0
Pythonプログラミングパーフェクトマスター[Python3/Anaconda/PyQt5対応第3版],金城俊哉,秀和システム,コーディングから深層学習まで実践的に解説！実用プログラム満載。Ｐｙｔｈｏｎの基礎からよくわかる！,9784798063676,2020年12月19日頃,3520,単行本,001005017,0,0.0
Pythonで学ぶ流体力学の数値計算法,藤井孝藏/立川智章,オーム社,,9784274224706,2020年10月20日頃,4180,単行本,001012010005,0,0.0
Pythonで学ぶ音源分離（機械学習実践シリーズ）,戸上真人,インプレス,,9784295009849,2020年08月24日頃,3850,,001005017,0,0.0
ゼロから学ぶPythonプログラミング　Google　Colaboratoryでらくらく導入,渡辺 宙志,講談社,問題解決に必要な「プログラマ的感覚」が身につく！初めてプログラミングに触れる読者を、数値シミュレーションや機械学習まで導く！,9784065218839,2020年12月17日頃,2640,単行本,001005017,0,0.0
実践 Pythonによるデータベース入門,藤野 巖,コロナ社,,9784339029123,2020年08月09日頃,3630,単行本,001005017,0,0.0
Pythonで学ぶネットワーク分析,村田　剛志,オーム社,Ｐｙｔｈｏｎで「つながり」を分析しよう！ＳＮＳにおける口コミの広がり、Ｗｅｂサイトの引用関係、流通網や交通網…。さまざまな「つながり」を分析するキホンを、豊富なサンプルコードでわかりやすく解説！,9784274224256,2019年09月15日頃,3080,単行本,001012002,0,0.0
Python機械学習クックブック,Chris Albon/中田 秀基,オライリー・ジャパン,Ｐｙｔｈｏｎによる機械学習を進める上で、頻繁に遭遇すると思われる２００超の問題とその解決策を紹介。幅広い内容をカバー。巻末に日本語版付録「日本語テキストの取り扱い」を収録。「やりたいこと」「困っていること」に答えてくれる一冊です。,9784873118673,2018年12月15日頃,3740,単行本,001005017,0,0.0
最短距離でゼロからしっかり学ぶ Python入門　実践編　〜ゲーム開発・データ可視化・Web開発,Eric Matthes/鈴木たかのり,技術評論社,「実践編」では、「エイリアン侵略ゲーム」「データの可視化」「Ｗｅｂアプリケーション」という３つのプロジェクトにチャレンジします。次第に難易度のあがるシューティングゲーム作りを通じて、２Ｄゲームの開発ができるようになり、大量のデータを調査し、可視化するデータサイエンスのための必須知識を身につけ、そしてＷｅｂアプリケーション開発ではアカウントを作成し日記を記入、ログとして保管できるプログラム作成を習得します。「必修編」で学んだ方はもちろん、Ｐｙｔｈｏｎの基礎を学んでより実践的な知識を習得したい方も必読です。Ｗｉｎｄｏｗｓ・Ｍａｃ・Ｌｉｎｕｘ対応。,9784297115722,2020年09月02日頃,3630,単行本,001005017,0,0.0
Python Django 超入門,掌田津耶乃,秀和システム,いますぐはじめたい人へ！手を動かしながらおぼえるＤｊａｎｇｏ入門。巻末おまけ、初心者も安心のＰｙｔｈｏｎ超入門も収録。,9784798054483,2018年06月09日頃,3300,単行本,001012010001/001012010,0,0.0
Python実践機械学習システム100本ノック,下山 輝昌/下山　輝昌,秀和システム,データ活用プロジェクト成功のカギは、「仕組化を意識した、継続性のある小規模システム」！データの加工から可視化・機械学習モデルの構築と評価、レポーティングの実施。最終的には、継続的なデータ更新を想定した「機械学習システム」を構築！データ加工（Ｐａｎｄａｓ）／可視化（Ｍａｔｐｌｏｔｌｉｂ、ｓｅａｂｏｒｎ、ＯｐｅｎＰｙＸＬ）／機械学習（ｓｃｉｋｉｔ-ｌｅａｒｎ）を練習。現場で活きるデータ活用！,9784798063416,2020年12月01日頃,2640,単行本,001006008002/001006018002,0,0.0
Pythonによる計量経済学入門,中妻 照雄,朝倉書店,,9784254128994,2020年11月09日頃,3740,全集・双書,001006001003,0,0.0
いちばんやさしいPythonの教本 第2版 人気講師が教える基礎からサーバサイド開発まで,鈴木たかのり;株式会社ビープラウド,インプレス,,9784295009856,2020年08月24日頃,2420,,001005017,0,0.0
すぐに使える！業務で実践できる！PythonによるAI・機械学習・深層学習アプリ,クジラ飛行机/杉山陽一,ソシム,,9784802611640,2018年07月,3520,単行本,001005017,2,5.0
Python Django 3 超入門,掌田津耶乃,秀和システム,いますぐはじめたい人へ！手を動かしながらおぼえるＤｊａｎｇｏ入門。巻末おまけ、初心者も安心のＰｙｔｈｏｎ超入門も収録。,9784798061924,2020年06月13日頃,3520,単行本,001012010001/001012010,0,0.0
新・明解Pythonで学ぶアルゴリズムとデータ構造,柴田 望洋,SBクリエイティブ,すべてのＰｙｔｈｏｎプログラマに贈る！アルゴリズムとデータ構造入門書の最高峰！！豊富なプログラム１３６編と分かりやすい図表２１３点でアルゴリズムとデータ構造の基礎をマスターして、問題解決能力を身につけよう。（社）日本工学教育協会著作賞受賞。,9784815603199,2020年01月14日頃,2640,単行本,001005017,0,0.0
Fluent Python,Luciano Ramalho/豊沢 聡,オライリー・ジャパン,一歩先行くパイソニスタを目指す人のためのＰｙｔｈｏｎ解説書。Ｐｙｔｈｏｎはシンプルです。使い方を覚えるのも簡単で生産性を短期間で高めることができます。しかしこれは、Ｐｙｔｈｏｎに備わっている豊富な機能のほんの一部しか使っていないということでもあります。本書では、とても有用なのにあまり使われていないＰｙｔｈｏｎの特徴的な機能を活用し効果的で慣用的なＰｙｔｈｏｎコードを書く方法について解説します。読者は、Ｐｙｔｈｏｎｉｃな思考とコーディング手法を身につけ、コードをより短く、より強く、より読みやすくする方法を学べます。本書では、どうすれば熟練のＰｙｔｈｏｎ　３プログラマーになれるのかを徹底的に追及します。,9784873118178,2017年10月07日頃,6380,単行本,001005017,0,0.0
ゼロからやさしくはじめるPython入門,クジラ飛行机,マイナビ出版,プログラミング初心者でも安心のていねい解説。「できた！」を積み重ねて楽しく学べるカリキュラム。ゲームや機械学習で「作れた！」達成感を味わおう。,9784839964696,2018年01月30日頃,2541,単行本,001005017,0,0.0
Python［基礎編］ワークブック,滝澤成人/酒井雅裕,カットシステム,,9784877838379,2018年05月,990,単行本,001005017,0,0.0
Pythonプロフェッショナルプログラミング第3版,株式会社ビープラウド,秀和システム,更に進化するＰｙｔｈｏｎのシステム開発技法！Ｇｉｔ及びＧｉｔＨｕｂによるソースコード管理。ＣｉｒｃｌｅＣＩで継続的インテグレーション。機械学習プロジェクトの開発ノウハウ。第３版で初登場！！,9784798053820,2018年06月12日頃,3080,単行本,001005017,2,4.5
ゲーム作りで学ぶPython,日向俊二,カットシステム,テキストベースの単純なゲームからグラフィックスやサウンドを活用したゲームまで、いろいろなプログラム例にあたってＰｙｔｈｏｎの基礎や重要な概念を学べます。,9784877834579,2019年08月,2200,単行本,001005017,0,0.0
なんでもPythonプログラミング　平林万能IT技術研究所の奇妙な実験,平林純,技術評論社,音と光の実験、画像解析、Ａｕｇｍｅｎｔｅｄ　Ｒｅａｌｉｔｙ（拡張現実）、流体力学、運動方程式、科学とプログラミングで遊ぼう！,9784297116378,2020年10月01日頃,2618,単行本,001005017,0,0.0
Pythonデータベースプログラミング入門,日向俊二,カットシステム,,9784877834623,2019年02月,2640,単行本,001005005001,0,0.0
パーフェクト Python ［改訂2版］,露木 誠／小田切 篤／大谷 弘喜,技術評論社,Ｐｙｔｈｏｎ３．８対応！Ｐｙｔｈｏｎのセオリーを徹底解説。言語仕様や思想からＷｅｂスクレイピングまで幅広い領域を完全網羅。,9784297112233,2020年06月01日頃,3608,単行本,001005017,0,0.0
統計的機械学習の数理100問 with Python,鈴木 讓,共立出版,,9784320125070,2020年04月27日頃,3300,全集・双書,001005017/001012002,0,0.0
文系でも必ずわかる 中学数学×Python 超簡単プログラミング入門,谷尻かおり（メディックエンジニアリング）,日経BP,中学数学でＰｙｔｈｏｎを極める。プログラミングはやさしい数学から。直線とグラフでＰｙｔｈｏｎを学習。直線がわかれば分析も予測もできる！機械学習、データ分析への第一歩。カンタンな数式でプログラミングを学ぶ。,9784822295974,2020年09月18日頃,2640,単行本,001005005001/001005017,0,0.0
Pythonによるテキストマイニング入門,山内長承,株式会社オーム社,,9784274221415,2017年11月28日頃,2750,単行本,001005017,2,3.0
IPythonデータサイエンスクックブック 第2版,Cyrille Rossant/菊池 彰,オライリージャパン,さらに使いやすく便利になったＪｕｐｙｔｅｒ　Ｎｏｔｅｂｏｏｋで科学技術計算、データ分析、機械学習！広範囲にわたる科学の分野をカバー。圧倒的情報量で「やりたいこと」が必ず見つかる珠玉のレシピ集。,9784873118543,2019年05月25日頃,4620,単行本,001005005011,0,0.0
基礎からわかるPython,坂本俊之,シーアンドアール研究所,Ｐｙｔｈｏｎの基礎はもちろん、外部パッケージを含めた、よく使う機能を丁寧に解説！Ｐｙｔｈｏｎ開発のために押さえておきたいポイントがわかる！Ｐｙｔｈｏｎの入門に最適な１冊！Ｐｙｔｈｏｎ　３．ｘ対応。,9784863542693,2018年12月,2893,単行本,001005017,0,0.0
Pythonポケットリファレンス,柏野雄太,技術評論社,シンプルなサンプルソースコードで機能解説。視覚的に、直感的にわかるコンパクトレイアウト。開発現場ですぐに役立つ実践型リファレンス。関数型プログラミングの概念からＰｙｔｈｏｎ３．０の新機能も解説。,9784774138053,2009年04月,2728,単行本,001005017,6,4.33
PythonとKerasによるディープラーニング,Francois Chollet/株式会社クイープ,マイナビ出版,本書を読むことで、「ディープラーニングとは何か」「適用可能な問題とは」「その限界はどこにある？」を理解できます。,9784839964269,2018年05月28日頃,4268,単行本,001005017,3,4.0
ブラウザだけで学べる シゴトで役立つ やさしいPython入門,掌田津耶乃,マイナビ出版,データ集計、グラフ作成、Ｅｘｃｅｌ連動、スクレイピング、データベース操作、マップ活用。Ｐｙｔｈｏｎで日々の仕事を効率化しよう！,9784839974183,2020年09月24日頃,2618,単行本,001005017,0,0.0
Python超入門,及川　えり子,オーム社,,9784274224942,2020年02月03日頃,2750,単行本,001005017,1,5.0
Learn Python 3 the Hard Way,Zed Shaw/堂阪　真司,丸善出版,本書はバージョン３．６以上のＰｙｔｈｏｎを扱ったプログラミングの入門書です。ｍａｃＯＳ、Ｌｉｎｕｘ、Ｗｉｎｄｏｗｓをサポートし、それぞれのプラットフォームでのインストール手順や落とし穴を取り上げ、初心者向けのいろいろなヒントも提供します。本書の特徴は、注意深く設計された一連の演習を通して徐々にスキルを構築し、より難しい問題に適用していく構成にあり、初心者がより複雑なことを身につけていくのに向いています。また、コピー＆ペーストを禁じ、手を使った入力を前提とする点がもう一つの際だった特徴で、コードを自力で読み書きする力が身につきます。,9784621303283,2019年01月30日頃,3300,単行本,001005017,0,0.0
Pythonライブラリの使い方,松田晃一,カットシステム,,9784877834562,2019年08月,3740,単行本,001005017,0,0.0
Pythonで学ぶあたらしい統計学の教科書,馬場 真哉,翔泳社,基礎理論を飛ばさない推定・検定から統計モデル・機械学習まで。Ｊｕｐｙｔｅｒ　Ｎｏｔｅｂｏｏｋ対応。Ｐｙｔｈｏｎを利用しながら統計学をゼロから学んでいく入門書。日本語・数式・Ｐｙｔｈｏｎコードで同じことを３回説明、単なる記述・説明のための分析ではなく、予測のための分析ができるよう、やや発展的な内容も盛り込んでいる。,9784798155067,2018年04月19日頃,3300,単行本,001012002,3,5.0
動かしながらさくっと身につく今こそホンキで覚えるPython,大津真,ソシム,Ｐｙｔｈｏｎ３対応。まず動かす！次に内容を解説。最初に実行させることで、プログラムの動きをスムーズに理解できます。,9784802611381,2018年03月,2420,単行本,001005017,0,0.0
Marketing Python マーケティング・パイソン 次世代マーケターの実践プログラミング入門（できるビジネス）,高田朋貴;戸澗幸大;西惇宏;丹羽悠斗,インプレス,データ整理、集計、分析、可視化、需要予測、スクレイピング、口コミ分析…、マーケの仕事を自動化！ビジネス成果につながるＰｙｔｈｏｎプログラミング入門書。,9784295008613,2020年09月18日頃,2640,,001006019003,0,0.0
Pythonで動かして学ぶ 自然言語処理入門,柳井 孝介/庄司 美沙,翔泳社,本書は、Ｐｙｔｈｏｎでプログラミングをした経験のある読者が、各種オープンソースソフトウェア（ＯＳＳ）やライブラリを利用して、自然言語処理を行うＷｅｂアプリケーションを作って動かし、自然言語処理を体験するための書籍です。またその中で、自然言語処理に関連するさまざまな概念や手法、簡単な理論についても学ぶことができ、本格的な学習の前段階としても最適です。,9784798156668,2019年01月23日頃,3520,単行本,001005017,2,4.5
自走プログラマー　〜Pythonの先輩が教えるプロジェクト開発のベストプラクティス120,清水川 貴之/清原 弘貴,技術評論社,開発の着実なプロセスが身につく。作りたいものを設計できる。エラーやトラブルに対応できる。プログラミング能力を活かして価値を生み出すための「ソフトウェア開発の地図」。自走できるプログラマーであれば知っているであろういろいろな手法や観点を元に、「プロジェクトの各段階でプログラマーがやること」「その選択をどう判断するのか」「どうコードを実装して実現していくのか」を紹介。一部の最新技術に注目するのではなく、実際のプロジェクトに適用して、プロジェクトを完成させるための指針をまとめた。,9784297111977,2020年02月27日頃,3278,単行本,001005017,3,3.67
Pythonによるアルゴリズムとデータ構造の基礎,永田 武,コロナ社,,9784339029079,2020年05月15日頃,2860,単行本,001005017,1,3.0
Pythonの絵本 Pythonを楽しく学ぶ9つの扉,株式会社アンク,翔泳社,イラスト解説で楽しくわかる。実力派スクリプト言語のエッセンスを素早くマスター。,9784798155135,2018年02月16日頃,1958,単行本,001005017,8,3.25
Scratch 3.0対応版　10才からはじめるプログラミング図鑑,キャロル・ヴォーダマン/山崎 正浩,創元社,小学校でプログラミング教育が必修化！７つのプロジェクトをとおしてプログラムの書き方やゲームの作り方がわかる最高の入門書。この本１冊で「スクラッチ」と「Ｐｙｔｈｏｎ」の２つのプログラミング言語が学べる！,9784422414416,2020年04月28日頃,3080,単行本,001003007,1,5.0
Pythonで学ぶアルゴリズムとデータ構造,辻 真吾/下平 英寿,講談社,現代社会を支える根幹技術をＰｙｔｈｏｎで！ソートやグラフ構造など基本的な内容から、乱択アルゴリズムや数論、ブロックチェーンの仕組みなどの幅広い話題までを解説！Ｐｙｔｈｏｎプログラミングのスキルアップにも最適！,9784065178034,2019年11月28日頃,2640,全集・双書,001005017,2,2.5
マンガでざっくり学ぶPython,著者・監修：クジラ飛行机/シナリオ：バニラ,マイナビ出版,春沢進は、マーケティング系のゼミに所属する大学３年生。ゼミで以前より惹かれていた秋山鈴と同じグループになり、一緒に課題に取り組むことに。お調子者の進は、鈴にかっこいいところを見せようと、少しだけ自信のあるパソコンスキルでがむしゃらに課題を進める。そして、家庭教師先の生徒である中学生の天美から、「プログラミングで解決したほうがＣｏｏｌだよ！」と言われ、Ｐｙｔｈｏｎを始める。しかし肝心の鈴は、心ここにあらずの様子。進は、Ｐｙｔｈｏｎで鈴を振り向かせることができるのか…！？,9784839970529,2020年07月28日頃,1749,単行本,001005017,1,4.0
たのしくまなぶPythonゲームプログラミング図鑑,キャロル・ヴォーダマン/山崎 正浩,創元社,２０２０年に小学校で、２０２１年に中学校で、２０２２年に高校でプログラミング教育が始動・本格化！さまざまなタイプの９つのゲーム作りを通して、プログラミングの基本を身につけよう。,9784422414362,2019年10月29日頃,3080,単行本,001005005001/001005017,0,0.0
Pythonによるプログラミング,小林　郁夫/佐々木　晃,オーム社,,9784274223570,2019年08月04日頃,2970,単行本,001005017,1,0.0
あなうめ式Pythonプログラミング超入門,大津 真,エムディエヌコーポレーション,読む＋解くでしっかり身につく！あなうめ問題を解きながら、いちばん大切なプログラミング力を育てる！！基礎から身につく。手を動かして学べる。初心者歓迎！,9784844369592,2020年05月22日頃,1980,,001005017,0,0.0
OD＞PythonでGUIをつくろう,浅野一雄,インプレスR＆D,,9784844398776,2019年01月,1980,単行本,001005005011,1,4.0
コーディング フォー ビギナーズ PYTHON,ルーイ・ストウェル/ロージー・ディキンズ,日経BP,プログラミングの初心者でも楽しみながらＰｙｔｈｏｎを学べます。手順を細かく分けて、ていねいに説明。書いてある通りにやるだけでＰｙｔｈｏｎもプログラミングの基礎も身に付きます。専門用語は知らなくてＯＫ！プログラミングが初めてでも最初から楽しめます。対象年齢１０歳以上。,9784822254551,2018年10月27日頃,1980,絵本,001003003001/001003006/001005017,1,3.0
世界でいちばん簡単なPythonプログラミングのe本 ［Anaconda/Jupyter対応 第2版］,金城俊哉,秀和システム,この１冊でアプリ作成の手順がしっかりわかります！イラスト付きの楽しい誌面で、作りながらプログラミングの基礎が身に付きます。,9784798061870,2020年05月30日頃,1760,単行本,001005017,0,0.0
基本情報午後・Python＆アルゴリズム,川上貴大,秀和システム,出題傾向を分類・分析！苦手なアルゴリズムを徹底解説！はじめてのＰｙｔｈｏｎでも基礎から学べる！だからわかる！高配点の「言語とアルゴリズム」で午後試験突破！,9784798059303,2020年03月,1650,単行本,001016011004/001016011,0,0.0
実践Data　Scienceシリーズ　PythonではじめるKaggleスタートブック,石原 祥太郎/村田 秀樹,講談社,初学者向けのＫａｇｇｌｅ入門書の決定版。Ｋａｇｇｌｅで勝つ準備をしよう！！サンプルコードの詳細な解説があるから、しっかり身につく！優勝チームと専業Ｋａｇｇｌｅｒのコンビによる、安定のわかりやすさ！,9784065190067,2020年03月19日頃,2200,単行本,001005017,5,4.8
